id, E, epsilon, epsilon_C, tau_B, alpha_B, energy_consumed, n_B, tau_P, tau_D, e_P, e_B, e_R, sim_p, eh_p
16, 281247.471, 0.293, 0.000, 216281.40, 0.0000, 281247.471, 10, 2162800, 18446744073708342878, 279061.380, 1985.760, 198.576, 0.992, 0.874
17, 281155.365, 0.293, 0.000, 240464.22, 0.0000, 281155.365, 9, 2164164, 18446744073708341878, 279167.850, 1787.184, 198.576, 0.993, 0.862
18, 281215.035, 0.293, 0.000, 240525.11, 0.0000, 281215.035, 9, 2164712, 18446744073708341534, 279227.520, 1787.184, 198.576, 0.993, 0.862
19, 281059.979, 0.293, 0.000, 216248.50, 0.0000, 281059.979, 10, 2162471, 18446744073708342566, 278873.888, 1985.760, 198.576, 0.992, 0.874
20, 281202.134, 0.293, 0.000, 216229.90, 0.0000, 281202.134, 10, 2162285, 18446744073708343238, 279016.043, 1985.760, 198.576, 0.992, 0.874
21, 281249.226, 0.293, 0.000, 216344.40, 0.0000, 281249.226, 10, 2163430, 18446744073708342254, 279063.135, 1985.760, 198.576, 0.992, 0.874
22, 281125.823, 0.293, 0.000, 240490.33, 0.0000, 281125.823, 9, 2164399, 18446744073708341542, 279138.308, 1787.184, 198.576, 0.993, 0.862
23, 281186.046, 0.293, 0.000, 216325.20, 0.0000, 281186.046, 10, 2163238, 18446744073708342230, 278999.955, 1985.760, 198.576, 0.992, 0.874
24, 281225.826, 0.293, 0.000, 216385.90, 0.0000, 281225.826, 10, 2163845, 18446744073708341759, 279039.443, 1985.760, 198.576, 0.992, 0.874
25, 281209.185, 0.293, 0.000, 240607.44, 0.0000, 281209.185, 9, 2165452, 18446744073708340774, 279221.670, 1787.184, 198.576, 0.993, 0.862
26, 281121.111, 0.293, 0.000, 216381.40, 0.0000, 281121.111, 10, 2163800, 18446744073708341446, 278935.020, 1985.760, 198.576, 0.992, 0.874
27, 281202.719, 0.293, 0.000, 216193.20, 0.0000, 281202.719, 10, 2161918, 18446744073708343607, 279016.335, 1985.760, 198.576, 0.992, 0.874
28, 281170.836, 0.293, 0.000, 216166.50, 0.0000, 281170.836, 10, 2161650, 18446744073708343766, 278984.745, 1985.760, 198.576, 0.992, 0.874
29, 281168.820, 0.293, 0.000, 240415.11, 0.0000, 281168.820, 9, 2163722, 18446744073708342366, 279181.305, 1787.184, 198.576, 0.993, 0.862
30, 281154.780, 0.293, 0.000, 240411.56, 0.0000, 281154.780, 9, 2163690, 18446744073708342350, 279167.265, 1787.184, 198.576, 0.993, 0.862
31, 281168.496, 0.293, 0.000, 216255.20, 0.0000, 281168.496, 10, 2162538, 18446744073708342870, 278982.405, 1985.760, 198.576, 0.992, 0.874
32, 281167.065, 0.293, 0.000, 240488.22, 0.0000, 281167.065, 9, 2164380, 18446744073708341702, 279179.550, 1787.184, 198.576, 0.993, 0.862
33, 281217.636, 0.293, 0.000, 216399.10, 0.0000, 281217.636, 10, 2163977, 18446744073708341599, 279031.253, 1985.760, 198.576, 0.992, 0.874
34, 281229.368, 0.293, 0.000, 240432.89, 0.0000, 281229.368, 9, 2163881, 18446744073708342414, 279241.853, 1787.184, 198.576, 0.993, 0.862
35, 281081.363, 0.293, 0.000, 240398.67, 0.0000, 281081.363, 9, 2163574, 18446744073708342215, 279093.555, 1787.184, 198.576, 0.993, 0.862
36, 281211.818, 0.293, 0.000, 240555.11, 0.0000, 281211.818, 9, 2164981, 18446744073708341254, 279224.303, 1787.184, 198.576, 0.993, 0.862
37, 281069.370, 0.293, 0.000, 240449.33, 0.0000, 281069.370, 9, 2164030, 18446744073708341718, 279081.855, 1787.184, 198.576, 0.993, 0.862
38, 281196.900, 0.293, 0.000, 240552.89, 0.0000, 281196.900, 9, 2164962, 18446744073708341222, 279209.385, 1787.184, 198.576, 0.993, 0.862
39, 281168.204, 0.293, 0.000, 216360.70, 0.0000, 281168.204, 10, 2163593, 18446744073708341814, 278982.113, 1985.760, 198.576, 0.992, 0.874
40, 281107.980, 0.293, 0.000, 240573.33, 0.0000, 281107.980, 9, 2165146, 18446744073708340734, 279120.465, 1787.184, 198.576, 0.993, 0.862
41, 281090.723, 0.293, 0.000, 240408.56, 0.0000, 281090.723, 9, 2163663, 18446744073708342158, 279103.208, 1787.184, 198.576, 0.993, 0.862
42, 281202.165, 0.293, 0.000, 240503.33, 0.0000, 281202.165, 9, 2164516, 18446744073708341686, 279214.650, 1787.184, 198.576, 0.993, 0.862
43, 281099.174, 0.293, 0.000, 216229.80, 0.0000, 281099.174, 10, 2162284, 18446744073708342887, 278912.790, 1985.760, 198.576, 0.992, 0.874
44, 281198.655, 0.293, 0.000, 240582.11, 0.0000, 281198.655, 9, 2165224, 18446744073708340966, 279211.140, 1787.184, 198.576, 0.993, 0.862
45, 281101.806, 0.293, 0.000, 216241.20, 0.0000, 281101.806, 10, 2162398, 18446744073708342782, 278915.715, 1985.760, 198.576, 0.992, 0.874
46, 281150.978, 0.293, 0.000, 240552.33, 0.0000, 281150.978, 9, 2164957, 18446744073708341070, 279163.463, 1787.184, 198.576, 0.993, 0.862
47, 281081.948, 0.293, 0.000, 240523.44, 0.0000, 281081.948, 9, 2164697, 18446744073708341094, 279094.433, 1787.184, 198.576, 0.993, 0.862
48, 281083.964, 0.293, 0.000, 216317.40, 0.0000, 281083.964, 10, 2163160, 18446744073708341959, 278897.580, 1985.760, 198.576, 0.992, 0.874
49, 281133.981, 0.293, 0.000, 216289.00, 0.0000, 281133.981, 10, 2162875, 18446744073708342415, 278947.598, 1985.760, 198.576, 0.992, 0.874
50, 281228.459, 0.293, 0.000, 216410.20, 0.0000, 281228.459, 10, 2164087, 18446744073708341526, 279042.368, 1985.760, 198.576, 0.992, 0.874
51, 281181.983, 0.293, 0.000, 240624.56, 0.0000, 281181.983, 9, 2165607, 18446744073708340526, 279194.468, 1787.184, 198.576, 0.993, 0.862
52, 281063.781, 0.293, 0.000, 216313.00, 0.0000, 281063.781, 10, 2163116, 18446744073708341934, 278877.690, 1985.760, 198.576, 0.992, 0.874
53, 281158.259, 0.293, 0.000, 216394.00, 0.0000, 281158.259, 10, 2163926, 18446744073708341447, 278971.875, 1985.760, 198.576, 0.992, 0.874
54, 281221.178, 0.293, 0.000, 240697.33, 0.0000, 281221.178, 9, 2166261, 18446744073708340006, 279233.663, 1787.184, 198.576, 0.993, 0.862
55, 281129.301, 0.293, 0.000, 216439.40, 0.0000, 281129.301, 10, 2164380, 18446744073708340894, 278943.210, 1985.760, 198.576, 0.992, 0.874
56, 281183.121, 0.293, 0.000, 216307.40, 0.0000, 281183.121, 10, 2163060, 18446744073708342398, 278997.030, 1985.760, 198.576, 0.992, 0.874
57, 281184.291, 0.293, 0.000, 216170.20, 0.0000, 281184.291, 10, 2161688, 18446744073708343774, 278998.200, 1985.760, 198.576, 0.992, 0.874
58, 281068.169, 0.293, 0.000, 216118.50, 0.0000, 281068.169, 10, 2161171, 18446744073708343894, 278882.078, 1985.760, 198.576, 0.992, 0.874
59, 281157.674, 0.293, 0.000, 216241.90, 0.0000, 281157.674, 10, 2162405, 18446744073708342966, 278971.583, 1985.760, 198.576, 0.992, 0.874
60, 281173.761, 0.293, 0.000, 216217.00, 0.0000, 281173.761, 10, 2162156, 18446744073708343270, 278987.670, 1985.760, 198.576, 0.992, 0.874
61, 281069.955, 0.293, 0.000, 240397.11, 0.0000, 281069.955, 9, 2163560, 18446744073708342190, 279082.440, 1787.184, 198.576, 0.993, 0.862
62, 281063.196, 0.293, 0.000, 216245.60, 0.0000, 281063.196, 10, 2162442, 18446744073708342606, 278877.105, 1985.760, 198.576, 0.992, 0.874
63, 281159.721, 0.293, 0.000, 216242.60, 0.0000, 281159.721, 10, 2162412, 18446744073708342966, 278973.630, 1985.760, 198.576, 0.992, 0.874
64, 281187.801, 0.293, 0.000, 216286.60, 0.0000, 281187.801, 10, 2162852, 18446744073708342622, 279001.710, 1985.760, 198.576, 0.992, 0.874
65, 281105.348, 0.293, 0.000, 240432.78, 0.0000, 281105.348, 9, 2163881, 18446744073708341990, 279117.833, 1787.184, 198.576, 0.993, 0.862
66, 44358.764, 0.293, 0.000, -nan, -nan, 44358.764, 0, 0, 150975, 44160.188, 0.000, 198.576, 0.996, -nan
