id, E, epsilon, epsilon_C, tau_B, alpha_B, energy_consumed, n_B, tau_P, tau_D, e_P, e_B, e_R, sim_p, eh_p, n_iB
27, 281218.678, 0.295, 0.000, 72488.81, 0.0211, 281218.678, 27, 1957198, 18446744073708502760, 268271.523, 12748.579, 198.576, 0.954, 0.549, 0
28, 281174.374, 0.296, 0.000, 78724.44, 0.0060, 281174.374, 25, 1968111, 18446744073708496312, 269815.827, 11159.971, 198.576, 0.960, 0.774, 0
29, 281181.058, 0.296, 0.000, 58716.30, 0.0054, 281181.058, 33, 1937638, 18446744073708512008, 265692.130, 15290.352, 198.576, 0.945, 0.789, 0
30, 281163.004, 0.295, 0.000, 75411.88, 0.0064, 281163.004, 26, 1960709, 18446744073708500688, 268771.861, 12192.566, 198.576, 0.956, 0.766, 0
31, 281088.229, 0.296, 0.000, 67272.48, 0.0052, 281088.229, 29, 1950902, 18446744073708504944, 267386.485, 13503.168, 198.576, 0.951, 0.792, 0
32, 281169.558, 0.296, 0.000, 53550.11, 0.0763, 281169.558, 36, 1927804, 18446744073708518544, 265283.478, 15687.504, 198.576, 0.944, 0.269, 0
33, 281152.211, 0.295, 0.000, 85587.00, 0.0020, 281152.211, 23, 1968501, 18446744073708494760, 268999.360, 11954.275, 198.576, 0.957, 0.866, 0
34, 281209.116, 0.297, 0.000, 54830.20, 0.0153, 281209.116, 35, 1919057, 18446744073708523896, 264449.302, 16561.238, 198.576, 0.940, 0.620, 0
35, 281116.484, 0.297, 0.000, 55192.37, 0.0218, 281116.484, 35, 1931733, 18446744073708515384, 265587.841, 15330.067, 198.576, 0.945, 0.545, 0
36, 281136.013, 0.296, 0.000, 58758.42, 0.0055, 281136.013, 33, 1939028, 18446744073708510464, 265647.085, 15290.352, 198.576, 0.945, 0.785, 0
37, 281141.651, 0.295, 0.000, 75406.00, 0.0064, 281141.651, 26, 1960556, 18446744073708500768, 268750.509, 12192.566, 198.576, 0.956, 0.767, 0
38, 281102.008, 0.296, 0.000, 69745.29, 0.0052, 281102.008, 28, 1952868, 18446744073708503704, 267598.840, 13304.592, 198.576, 0.952, 0.791, 0
39, 281189.189, 0.296, 0.000, 52072.65, 0.0432, 281189.189, 37, 1926688, 18446744073708519184, 265144.248, 15846.365, 198.576, 0.943, 0.388, 0
40, 281250.000, 0.295, 0.000, 89949.14, 0.0537, 281251.070, 22, 1978881, 18446744073708488384, 269971.954, 11080.541, 198.576, 0.960, 0.335, 0
41, 281232.232, 0.297, 0.000, 50186.79, 0.0170, 281232.232, 38, 1907098, 18446744073708529824, 263161.816, 17871.840, 198.576, 0.936, 0.599, 0
42, 281112.173, 0.296, 0.000, 78510.36, 0.0075, 281112.173, 25, 1962759, 18446744073708498600, 268959.322, 11954.275, 198.576, 0.957, 0.744, 0
43, 281060.354, 0.296, 0.000, 58698.48, 0.0049, 281060.354, 33, 1937050, 18446744073708511776, 265452.280, 15409.498, 198.576, 0.944, 0.798, 0
44, 281170.836, 0.295, 0.000, 75417.85, 0.0065, 281170.836, 26, 1960864, 18446744073708500424, 268779.694, 12192.566, 198.576, 0.956, 0.764, 0
45, 281151.039, 0.295, 0.000, 85696.65, 0.0021, 281151.039, 23, 1971023, 18446744073708493456, 269355.625, 11596.838, 198.576, 0.958, 0.863, 0
46, 281085.946, 0.295, 0.000, 78367.28, 0.0227, 281085.946, 25, 1959182, 18446744073708501680, 268535.943, 12351.427, 198.576, 0.955, 0.531, 0
47, 281242.534, 0.295, 0.000, 75435.08, 0.0021, 281242.534, 26, 1961312, 18446744073708498456, 268096.803, 12947.155, 198.576, 0.953, 0.864, 0
48, 281166.388, 0.297, 0.000, 48857.28, 0.0165, 281166.388, 39, 1905434, 18446744073708530584, 262897.396, 18070.416, 198.576, 0.935, 0.604, 0
49, 281205.404, 0.297, 0.000, 55214.09, 0.0555, 281205.404, 35, 1932493, 18446744073708514928, 265676.761, 15330.067, 198.576, 0.945, 0.333, 0
50, 281120.626, 0.295, 0.000, 69989.39, 0.0649, 281120.626, 28, 1959703, 18446744073708499784, 268133.756, 12788.294, 198.576, 0.954, 0.298, 0
51, 281108.833, 0.296, 0.000, 67120.69, 0.0331, 281108.833, 29, 1946500, 18446744073708509688, 267486.520, 13423.738, 198.576, 0.952, 0.447, 0
52, 281164.473, 0.296, 0.000, 67366.69, 0.0233, 281164.473, 29, 1953634, 18446744073708502880, 267462.729, 13503.168, 198.576, 0.951, 0.528, 0
53, 281069.044, 0.295, 0.000, 89183.00, 0.0539, 281069.044, 22, 1962026, 18446744073708500136, 268757.332, 12113.136, 198.576, 0.956, 0.334, 0
54, 281077.306, 0.295, 0.000, 78289.20, 0.0022, 281077.306, 25, 1957230, 18446744073708500208, 267454.993, 13423.738, 198.576, 0.952, 0.863, 0
55, 281132.974, 0.296, 0.000, 78305.24, 0.0839, 281132.974, 25, 1957631, 18446744073708503256, 268702.117, 12232.282, 198.576, 0.956, 0.248, 0
56, 281065.759, 0.296, 0.000, 85526.74, 0.0565, 281065.759, 23, 1967115, 18446744073708497344, 269826.357, 11040.826, 198.576, 0.960, 0.325, 0
57, 281088.238, 0.296, 0.000, 60555.00, 0.0057, 281088.238, 32, 1937760, 18446744073708511976, 265718.455, 15171.206, 198.576, 0.945, 0.782, 0
58, 281145.498, 0.296, 0.000, 64670.07, 0.0060, 281145.498, 30, 1940102, 18446744073708513360, 266768.595, 14178.326, 198.576, 0.949, 0.775, 0
59, 281170.915, 0.296, 0.000, 60750.50, 0.0213, 281170.915, 32, 1944016, 18446744073708507632, 266198.285, 14774.054, 198.576, 0.947, 0.549, 0
60, 281225.826, 0.295, 0.000, 81667.50, 0.0018, 281225.826, 24, 1960020, 18446744073708501456, 268556.677, 12470.573, 198.576, 0.955, 0.873, 0
61, 281105.346, 0.295, 0.000, 89470.77, 0.0021, 281105.346, 22, 1968357, 18446744073708494608, 268912.780, 11993.990, 198.576, 0.957, 0.864, 0
62, 281098.738, 0.297, 0.000, 56691.97, 0.0054, 281098.738, 34, 1927527, 18446744073708520344, 266086.393, 14813.770, 198.576, 0.947, 0.787, 0
63, 281151.107, 0.295, 0.000, 85525.35, 0.0037, 281151.107, 23, 1967083, 18446744073708495088, 268640.819, 12311.712, 198.576, 0.956, 0.824, 0
64, 281240.130, 0.297, 0.000, 50184.13, 0.0170, 281240.130, 38, 1906997, 18446744073708529952, 263169.714, 17871.840, 198.576, 0.936, 0.599, 0
65, 281150.796, 0.296, 0.000, 64789.90, 0.0066, 281150.796, 30, 1943697, 18446744073708509240, 266853.324, 14098.896, 198.576, 0.949, 0.763, 0
66, 281119.946, 0.298, 0.000, 50154.18, 0.0517, 281119.946, 38, 1905859, 18446744073708530136, 263168.675, 17752.694, 198.576, 0.936, 0.349, 0
67, 281150.336, 0.297, 0.000, 44297.26, 0.0865, 281150.336, 43, 1904782, 18446744073708529416, 262047.325, 18904.435, 198.576, 0.932, 0.246, 0
68, 281212.041, 0.297, 0.000, 54859.97, 0.0153, 281212.041, 35, 1920099, 18446744073708522864, 264452.227, 16561.238, 198.576, 0.940, 0.620, 0
69, 281118.672, 0.297, 0.000, 50442.11, 0.0225, 281118.672, 38, 1916800, 18446744073708523264, 263882.275, 17037.821, 198.576, 0.939, 0.538, 0
70, 281220.166, 0.297, 0.000, 54893.00, 0.0147, 281220.166, 35, 1921255, 18446744073708521600, 264658.928, 16362.662, 198.576, 0.941, 0.628, 0
71, 281065.900, 0.297, 0.000, 45380.29, 0.0615, 281065.900, 42, 1905972, 18446744073708528752, 262201.180, 18666.144, 198.576, 0.933, 0.312, 0
72, 281145.067, 0.297, 0.000, 50161.47, 0.0170, 281145.067, 38, 1906136, 18446744073708530488, 263074.651, 17871.840, 198.576, 0.936, 0.599, 0
73, 281101.255, 0.296, 0.000, 49030.36, 0.0307, 281101.255, 39, 1912184, 18446744073708525648, 262713.118, 18189.562, 198.576, 0.935, 0.466, 0
74, 281203.535, 0.296, 0.000, 78145.76, 0.0020, 281203.535, 25, 1953644, 18446744073708505176, 268375.525, 12629.434, 198.576, 0.954, 0.867, 0
75, 281142.123, 0.296, 0.000, 60582.00, 0.0923, 281142.123, 32, 1938624, 18446744073708511432, 265851.771, 15091.776, 198.576, 0.946, 0.233, 0
76, 206038.242, 0.297, 0.000, 62742.76, 0.0242, 206038.242, 21, 1317598, 18446744073708889542, 181690.810, 11001.110, 198.576, 0.882, 0.514, 0
