id, E, epsilon, epsilon_C, tau_B, alpha_B, energy_consumed, n_B, tau_P, tau_D, e_P, e_B, e_R, sim_p, eh_p
16, 281115.718, 0.293, 0.000, 290496.86, 0.0000, 281115.718, 7, 2033464, 18446744073708470270, 278969.343, 1946.045, 198.576, 0.992, 0.838
17, 281153.451, 0.293, 0.000, 290506.14, 0.0000, 281153.451, 7, 2033529, 18446744073708470334, 279007.075, 1946.045, 198.576, 0.992, 0.838
18, 281152.573, 0.293, 0.000, 290442.86, 0.0000, 281152.573, 7, 2033086, 18446744073708470774, 279006.198, 1946.045, 198.576, 0.992, 0.838
19, 281082.373, 0.293, 0.000, 290370.86, 0.0000, 281082.373, 7, 2032582, 18446744073708471038, 278935.998, 1946.045, 198.576, 0.992, 0.838
20, 281178.930, 0.293, 0.000, 339078.33, 0.0000, 281178.930, 6, 2034456, 18446744073708470173, 279222.063, 1747.469, 198.576, 0.993, 0.813
21, 281168.661, 0.293, 0.000, 290428.86, 0.0000, 281168.661, 7, 2032957, 18446744073708470958, 279022.285, 1946.045, 198.576, 0.992, 0.838
22, 281105.481, 0.293, 0.000, 290541.00, 0.0000, 281105.481, 7, 2033773, 18446744073708469926, 278959.105, 1946.045, 198.576, 0.992, 0.837
23, 281168.368, 0.293, 0.000, 290569.43, 0.0000, 281168.368, 7, 2033972, 18446744073708469942, 279021.993, 1946.045, 198.576, 0.992, 0.838
24, 281161.672, 0.293, 0.000, 339143.00, 0.0000, 281161.672, 6, 2034844, 18446744073708469726, 279213.873, 1747.469, 198.576, 0.993, 0.813
25, 281204.605, 0.293, 0.000, 338984.83, 0.1905, 281204.605, 6, 2033895, 18446744073708470686, 279217.090, 1787.184, 198.576, 0.993, 0.110
26, 281168.733, 0.335, 0.000, 9990.53, 0.0359, 281168.733, 145, 1448613, 18446744073708785782, 228425.192, 52543.210, 198.576, 0.812, 0.431
27, 281053.424, 0.420, 0.000, 10995.98, 0.0637, 281053.424, 108, 1187552, 18446744073708935382, 239668.431, 41184.662, 198.576, 0.853, 0.369
28, 281084.684, 0.294, 0.000, 289255.86, 0.0000, 281084.684, 7, 2024777, 18446744073708476950, 278938.308, 1946.045, 198.576, 0.992, 0.838
29, 281009.187, 0.293, 0.000, 289309.43, 0.0002, 281009.187, 7, 2025152, 18446744073708475638, 278346.514, 2462.342, 198.576, 0.991, 0.832
30, 281115.267, 0.293, 0.000, 289677.71, 0.0001, 281115.267, 7, 2027730, 18446744073708473830, 278452.593, 2462.342, 198.576, 0.991, 0.837
31, 281185.183, 0.293, 0.000, 168052.08, 0.0024, 281185.183, 12, 2016611, 18446744073708479078, 276894.187, 4090.666, 198.576, 0.985, 0.828
32, 281118.416, 0.293, 0.000, 338961.17, 0.0000, 281118.416, 6, 2033753, 18446744073708470126, 279170.616, 1747.469, 198.576, 0.993, 0.813
33, 281221.351, 0.295, 0.000, 337146.67, 0.1905, 281221.351, 6, 2022866, 18446744073708475798, 279233.836, 1787.184, 198.576, 0.993, 0.111
34, 281083.173, 0.297, 0.000, 286428.00, 0.0001, 281083.173, 7, 2004982, 18446744073708485606, 278499.930, 2382.912, 198.576, 0.991, 0.835
35, 281223.945, 0.293, 0.000, 253746.25, 0.0000, 281223.945, 8, 2029956, 18446744073708472926, 278878.993, 2144.621, 198.576, 0.992, 0.855
36, 281228.148, 0.294, 0.000, 98321.95, 0.0021, 281228.148, 20, 1966425, 18446744073708507279, 271098.725, 9928.800, 198.576, 0.964, 0.860
37, 281166.619, 0.293, 0.000, 224809.22, 0.1270, 281166.619, 9, 2023268, 18446744073708476974, 278067.078, 2899.210, 198.576, 0.989, 0.166
38, 281069.454, 0.314, 0.000, 87821.45, 0.0577, 281069.454, 20, 1756415, 18446744073708670446, 275070.704, 5798.419, 198.576, 0.979, 0.332
39, 281136.757, 0.334, 0.000, 172765.11, 0.1270, 281136.757, 9, 1554872, 18446744073708831214, 279030.096, 1906.330, 198.576, 0.993, 0.187
40, 281218.885, 0.336, 0.000, 52156.55, 0.0004, 281218.885, 29, 1512526, 18446744073708851030, 273194.660, 7823.894, 198.576, 0.971, 0.913
41, 281054.726, 0.336, 0.000, 54046.04, 0.0004, 281054.726, 28, 1513275, 18446744073708850806, 273348.222, 7506.173, 198.576, 0.973, 0.915
42, 281247.403, 0.338, 0.000, 153507.40, 0.1143, 281247.403, 10, 1535060, 18446744073708840542, 278902.451, 2144.621, 198.576, 0.992, 0.207
43, 281149.992, 0.338, 0.000, 51835.03, 0.0398, 281149.992, 29, 1503202, 18446744073708855502, 273086.052, 7863.610, 198.576, 0.971, 0.437
44, 281247.125, 0.336, 0.000, 50561.90, 0.0004, 281247.125, 30, 1516843, 18446744073708848982, 273183.184, 7863.610, 198.576, 0.971, 0.914
45, 281054.441, 0.338, 0.000, 53724.29, 0.0005, 281054.441, 28, 1504266, 18446744073708854926, 273189.076, 7665.034, 198.576, 0.972, 0.913
46, 281082.780, 0.339, 0.000, 60209.56, 0.0463, 281082.780, 25, 1505225, 18446744073708854607, 274130.573, 6751.584, 198.576, 0.975, 0.401
47, 281123.250, 0.338, 0.000, 170929.67, 0.1270, 281123.250, 9, 1538352, 18446744073708838998, 278976.874, 1946.045, 198.576, 0.992, 0.188
48, 281134.377, 0.334, 0.000, 56387.33, 0.0006, 281134.377, 27, 1522444, 18446744073708846390, 273348.443, 7585.603, 198.576, 0.972, 0.909
49, 281054.013, 0.337, 0.000, 55946.70, 0.0004, 281054.013, 27, 1510547, 18446744073708852038, 273506.370, 7347.312, 198.576, 0.973, 0.914
50, 281151.638, 0.335, 0.000, 52344.31, 0.0399, 281151.638, 29, 1517971, 18446744073708848478, 272730.261, 8221.046, 198.576, 0.970, 0.433
51, 281054.791, 0.336, 0.000, 52200.31, 0.0398, 281054.791, 29, 1513795, 18446744073708850422, 273070.281, 7784.179, 198.576, 0.972, 0.435
52, 281076.916, 0.335, 0.000, 58612.46, 0.0446, 281076.916, 26, 1523910, 18446744073708845678, 273688.134, 7188.451, 198.576, 0.974, 0.407
53, 281132.474, 0.338, 0.000, 51883.38, 0.0399, 281132.474, 29, 1504604, 18446744073708854719, 273068.241, 7863.610, 198.576, 0.971, 0.436
54, 281054.761, 0.337, 0.000, 53928.18, 0.0412, 281054.761, 28, 1509974, 18446744073708852342, 273109.966, 7744.464, 198.576, 0.972, 0.427
55, 281206.372, 0.334, 0.000, 155523.60, 0.0000, 281206.372, 10, 1555222, 18446744073708831102, 278940.850, 2065.190, 198.576, 0.992, 0.891
56, 281053.486, 0.335, 0.000, 54292.25, 0.0005, 281053.486, 28, 1520169, 18446744073708847438, 273188.121, 7665.034, 198.576, 0.972, 0.912
57, 281235.199, 0.336, 0.000, 54090.36, 0.0412, 281235.199, 28, 1514516, 18446744073708850182, 273369.834, 7665.034, 198.576, 0.972, 0.427
58, 281058.274, 0.336, 0.000, 172021.22, 0.0000, 281058.274, 9, 1548177, 18446744073708834382, 278991.329, 1866.614, 198.576, 0.993, 0.882
59, 281243.907, 0.335, 0.000, 50561.27, 0.0386, 281243.907, 30, 1516824, 18446744073708848990, 272782.815, 8260.762, 198.576, 0.970, 0.441
60, 281079.033, 0.336, 0.000, 56185.81, 0.0427, 281079.033, 27, 1517003, 18446744073708849062, 273412.245, 7466.458, 198.576, 0.973, 0.418
61, 281241.682, 0.339, 0.000, 170614.89, 0.0000, 281241.682, 9, 1535520, 18446744073708840334, 279135.022, 1906.330, 198.576, 0.993, 0.882
62, 281160.624, 0.340, 0.000, 53494.04, 0.0004, 281160.624, 28, 1497819, 18446744073708858070, 273255.544, 7704.749, 198.576, 0.972, 0.914
63, 281232.629, 0.335, 0.000, 50577.03, 0.0385, 281232.629, 30, 1517297, 18446744073708848750, 272930.397, 8101.901, 198.576, 0.970, 0.442
64, 281093.082, 0.338, 0.000, 51927.83, 0.0399, 281093.082, 29, 1505893, 18446744073708854110, 272909.996, 7982.755, 198.576, 0.971, 0.436
65, 281149.239, 0.338, 0.000, 58097.50, 0.0005, 281149.239, 26, 1510521, 18446744073708852118, 274038.463, 6910.445, 198.576, 0.975, 0.911
66, 281044.330, 0.335, 0.000, 172182.89, 0.0000, 281044.330, 9, 1549632, 18446744073708833694, 278977.385, 1866.614, 198.576, 0.993, 0.882
67, 281206.212, 0.337, 0.000, 53964.07, 0.0412, 281206.212, 28, 1510980, 18446744073708851718, 273181.986, 7823.894, 198.576, 0.971, 0.427
68, 281160.781, 0.338, 0.000, 51871.86, 0.0004, 281160.781, 29, 1504270, 18446744073708855014, 273096.841, 7863.610, 198.576, 0.971, 0.914
69, 281115.374, 0.336, 0.000, 52101.34, 0.0005, 281115.374, 29, 1510925, 18446744073708851734, 272733.711, 8181.331, 198.576, 0.970, 0.911
70, 281185.502, 0.335, 0.000, 52425.48, 0.0004, 281185.502, 29, 1520325, 18446744073708847326, 273042.131, 7943.040, 198.576, 0.971, 0.913
71, 281074.848, 0.337, 0.000, 52027.41, 0.0005, 281074.848, 29, 1508781, 18446744073708852789, 272882.694, 7982.755, 198.576, 0.971, 0.912
72, 281242.352, 0.337, 0.000, 52084.86, 0.0398, 281242.352, 29, 1510416, 18446744073708852134, 273098.981, 7943.040, 198.576, 0.971, 0.435
73, 281194.329, 0.338, 0.000, 170729.22, 0.0000, 281194.329, 9, 1536549, 18446744073708839822, 279087.668, 1906.330, 198.576, 0.993, 0.882
74, 281230.445, 0.334, 0.000, 54497.14, 0.0321, 281230.445, 28, 1525906, 18446744073708844750, 273523.941, 7506.173, 198.576, 0.973, 0.483
75, 281137.947, 0.334, 0.000, 63735.00, 0.0480, 281137.947, 24, 1529626, 18446744073708843022, 274543.468, 6394.147, 198.576, 0.977, 0.390
76, 281187.299, 0.338, 0.000, 53840.14, 0.0412, 281187.299, 28, 1507510, 18446744073708853494, 273202.789, 7784.179, 198.576, 0.972, 0.428
77, 281104.551, 0.336, 0.000, 52098.69, 0.0399, 281104.551, 29, 1510848, 18446744073708851774, 272683.174, 8221.046, 198.576, 0.970, 0.434
78, 281089.950, 0.334, 0.000, 52459.41, 0.0004, 281089.950, 29, 1521309, 18446744073708846830, 273105.440, 7784.179, 198.576, 0.972, 0.914
79, 281182.461, 0.339, 0.000, 50044.03, 0.0388, 281182.461, 30, 1501307, 18446744073708856286, 272880.230, 8101.901, 198.576, 0.970, 0.442
80, 281084.458, 0.335, 0.000, 56348.74, 0.0004, 281084.458, 27, 1521402, 18446744073708846854, 273457.384, 7426.742, 198.576, 0.973, 0.914
81, 281070.556, 0.337, 0.000, 53931.50, 0.0412, 281070.556, 28, 1510068, 18446744073708852302, 273284.622, 7585.603, 198.576, 0.972, 0.427
82, 281225.544, 0.333, 0.000, 155949.00, 0.1143, 281225.544, 10, 1559476, 18446744073708829086, 278880.592, 2144.621, 198.576, 0.992, 0.205
83, 281194.645, 0.338, 0.000, 53801.93, 0.0004, 281194.645, 28, 1506440, 18446744073708854046, 273448.426, 7545.888, 198.576, 0.972, 0.915
84, 281243.954, 0.337, 0.000, 153991.40, 0.0000, 281243.954, 10, 1539900, 18446744073708838270, 278938.717, 2104.906, 198.576, 0.992, 0.891
85, 281246.191, 0.339, 0.000, 57876.58, 0.0443, 281246.191, 26, 1504777, 18446744073708854799, 274015.977, 7029.590, 198.576, 0.974, 0.412
86, 281122.261, 0.334, 0.000, 172803.22, 0.1270, 281122.261, 9, 1555214, 18446744073708831094, 278975.886, 1946.045, 198.576, 0.992, 0.187
87, 281249.959, 0.338, 0.000, 52005.31, 0.0004, 281249.959, 29, 1508140, 18446744073708853214, 273305.164, 7744.464, 198.576, 0.972, 0.915
88, 281152.920, 0.337, 0.000, 171268.56, 0.1270, 281152.920, 9, 1541403, 18446744073708837542, 279006.544, 1946.045, 198.576, 0.992, 0.188
89, 281224.035, 0.340, 0.000, 51497.86, 0.0398, 281224.035, 29, 1493424, 18446744073708860102, 272921.803, 8101.901, 198.576, 0.970, 0.438
90, 281093.951, 0.336, 0.000, 58362.00, 0.0006, 281093.951, 26, 1517398, 18446744073708848718, 273824.314, 7069.306, 198.576, 0.974, 0.910
91, 281152.236, 0.339, 0.000, 51790.93, 0.0400, 281152.236, 29, 1501923, 18446744073708855974, 272969.150, 7982.755, 198.576, 0.971, 0.436
92, 281139.396, 0.338, 0.000, 53754.36, 0.0004, 281139.396, 28, 1505108, 18446744073708854646, 273313.746, 7625.318, 198.576, 0.972, 0.914
93, 281194.358, 0.339, 0.000, 51723.69, 0.0004, 281194.358, 29, 1499973, 18446744073708856846, 273130.417, 7863.610, 198.576, 0.971, 0.913
94, 78034.054, 0.339, 0.000, 68805.33, 0.0005, 78034.054, 3, 206402, 20598, 38046.803, 873.734, 198.576, 0.488, 0.800
