id, E, epsilon, epsilon_C, tau_B, alpha_B, energy_consumed, n_B, tau_P, tau_D, e_P, e_B, e_R, sim_p, eh_p, n_iB
18, 281121.306, 0.293, 0.000, 269618.75, 0.0000, 281121.306, 8, 2156950, 18446744073708348704, 279175.261, 1747.469, 198.576, 0.993, 0.848, 0
19, 281250.000, 0.293, 0.000, 239568.22, 0.2540, 281250.787, 9, 2156114, 18446744073708349168, 279026.736, 2025.475, 198.576, 0.992, 0.091, 0
20, 281079.413, 0.293, 0.000, 269539.88, 0.1429, 281079.413, 8, 2156319, 18446744073708349056, 279093.653, 1787.184, 198.576, 0.993, 0.146, 0
21, 281095.729, 0.293, 0.000, 269515.88, 0.1429, 281095.729, 8, 2156127, 18446744073708349168, 279109.969, 1787.184, 198.576, 0.993, 0.146, 0
22, 281164.986, 0.293, 0.000, 269544.50, 0.2857, 281164.986, 8, 2156356, 18446744073708349040, 279139.511, 1826.899, 198.576, 0.993, 0.080, 0
23, 281098.361, 0.293, 0.000, 269520.00, 0.2857, 281098.361, 8, 2156160, 18446744073708349144, 279072.886, 1826.899, 198.576, 0.993, 0.080, 0
24, 281210.714, 0.293, 0.000, 239533.44, 0.1270, 281210.714, 9, 2155801, 18446744073708349344, 279026.378, 1985.760, 198.576, 0.992, 0.164, 0
25, 281204.279, 0.293, 0.000, 239526.56, 0.1270, 281204.279, 9, 2155739, 18446744073708349384, 279019.943, 1985.760, 198.576, 0.992, 0.164, 0
26, 281187.638, 0.293, 0.000, 269644.12, 0.1429, 281187.638, 8, 2157153, 18446744073708348592, 279201.878, 1787.184, 198.576, 0.993, 0.146, 0
27, 281179.709, 0.293, 0.000, 239505.67, 0.1270, 281179.709, 9, 2155551, 18446744073708349488, 278995.373, 1985.760, 198.576, 0.992, 0.164, 0
28, 281125.954, 0.293, 0.000, 239494.11, 0.0000, 281125.954, 9, 2155447, 18446744073708349544, 278981.333, 1946.045, 198.576, 0.992, 0.863, 0
29, 281202.524, 0.293, 0.000, 239525.00, 0.0000, 281202.524, 9, 2155725, 18446744073708349392, 279057.904, 1946.045, 198.576, 0.992, 0.863, 0
30, 281131.414, 0.293, 0.000, 269550.12, 0.1429, 281131.414, 8, 2156401, 18446744073708349016, 279145.654, 1787.184, 198.576, 0.993, 0.146, 0
31, 281021.824, 0.293, 0.000, 215464.30, 0.0000, 281021.824, 10, 2154643, 18446744073708349992, 278877.203, 1946.045, 198.576, 0.992, 0.874, 0
32, 281062.645, 0.293, 0.000, 239370.56, 0.1270, 281062.645, 9, 2154335, 18446744073708350168, 278878.309, 1985.760, 198.576, 0.992, 0.164, 0
33, 281080.811, 0.293, 0.000, 269502.50, 0.2857, 281080.811, 8, 2156020, 18446744073708349224, 279055.336, 1826.899, 198.576, 0.993, 0.080, 0
34, 281200.736, 0.293, 0.000, 269618.75, 0.2857, 281200.736, 8, 2156950, 18446744073708348704, 279175.261, 1826.899, 198.576, 0.993, 0.080, 0
35, 281070.022, 0.293, 0.000, 239412.44, 0.1270, 281070.022, 9, 2154712, 18446744073708349952, 278885.686, 1985.760, 198.576, 0.992, 0.164, 0
36, 281165.605, 0.293, 0.000, 239459.44, 0.1270, 281165.605, 9, 2155135, 18446744073708349720, 278981.269, 1985.760, 198.576, 0.992, 0.164, 0
37, 281139.896, 0.293, 0.000, 269559.75, 0.2857, 281139.896, 8, 2156478, 18446744073708348968, 279114.421, 1826.899, 198.576, 0.993, 0.080, 0
38, 281113.019, 0.293, 0.000, 239449.22, 0.1270, 281113.019, 9, 2155043, 18446744073708349768, 278928.683, 1985.760, 198.576, 0.992, 0.164, 0
39, 281243.995, 0.293, 0.000, 239526.56, 0.1270, 281243.995, 9, 2155739, 18446744073708349384, 279059.659, 1985.760, 198.576, 0.992, 0.164, 0
40, 281165.929, 0.293, 0.000, 269583.88, 0.1429, 281165.929, 8, 2156671, 18446744073708348864, 279180.169, 1787.184, 198.576, 0.993, 0.146, 0
41, 281245.814, 0.293, 0.000, 239562.78, 0.1270, 281245.814, 9, 2156065, 18446744073708349200, 279061.478, 1985.760, 198.576, 0.992, 0.164, 0
42, 281159.721, 0.293, 0.000, 269539.25, 0.2857, 281159.721, 8, 2156314, 18446744073708349064, 279134.246, 1826.899, 198.576, 0.993, 0.080, 0
43, 281185.298, 0.293, 0.000, 269642.12, 0.1429, 281185.298, 8, 2157137, 18446744073708348600, 279199.538, 1787.184, 198.576, 0.993, 0.146, 0
44, 281208.310, 0.293, 0.000, 239496.11, 0.1270, 281208.310, 9, 2155465, 18446744073708349536, 279023.974, 1985.760, 198.576, 0.992, 0.164, 0
45, 281097.548, 0.293, 0.000, 269556.62, 0.1429, 281097.548, 8, 2156453, 18446744073708348984, 279111.788, 1787.184, 198.576, 0.993, 0.146, 0
46, 281146.039, 0.293, 0.000, 269564.38, 0.1429, 281146.039, 8, 2156515, 18446744073708348952, 279160.279, 1787.184, 198.576, 0.993, 0.146, 0
47, 281180.230, 0.293, 0.000, 239472.11, 0.1270, 281180.230, 9, 2155249, 18446744073708349656, 278995.894, 1985.760, 198.576, 0.992, 0.164, 0
48, 281134.046, 0.293, 0.000, 269553.25, 0.2857, 281134.046, 8, 2156426, 18446744073708349000, 279108.571, 1826.899, 198.576, 0.993, 0.080, 0
49, 281131.478, 0.293, 0.000, 269590.12, 0.1429, 281131.478, 8, 2156721, 18446744073708348832, 279145.718, 1787.184, 198.576, 0.993, 0.146, 0
50, 281160.079, 0.293, 0.000, 269578.38, 0.1429, 281160.079, 8, 2156627, 18446744073708348888, 279174.319, 1787.184, 198.576, 0.993, 0.146, 0
51, 281141.814, 0.293, 0.000, 269483.62, 0.4286, 281141.814, 8, 2155869, 18446744073708349312, 279076.624, 1866.614, 198.576, 0.993, 0.055, 0
52, 281053.381, 0.293, 0.000, 239568.67, 0.1270, 281053.381, 9, 2156118, 18446744073708349168, 279067.621, 1787.184, 198.576, 0.993, 0.164, 0
53, 281141.684, 0.293, 0.000, 239473.44, 0.1270, 281141.684, 9, 2155261, 18446744073708349648, 278957.348, 1985.760, 198.576, 0.992, 0.164, 0
54, 281167.748, 0.293, 0.000, 269624.62, 0.1429, 281167.748, 8, 2156997, 18446744073708348680, 279181.988, 1787.184, 198.576, 0.993, 0.146, 0
55, 281134.664, 0.293, 0.000, 239467.22, 0.1270, 281134.664, 9, 2155205, 18446744073708349680, 278950.328, 1985.760, 198.576, 0.992, 0.164, 0
56, 281206.879, 0.293, 0.000, 269623.38, 0.1429, 281206.879, 8, 2156987, 18446744073708348688, 279221.119, 1787.184, 198.576, 0.993, 0.146, 0
57, 281178.930, 0.293, 0.000, 239402.33, 0.3810, 281178.930, 9, 2154621, 18446744073708350008, 278915.164, 2065.190, 198.576, 0.992, 0.063, 0
58, 281077.236, 0.293, 0.000, 269461.00, 0.4286, 281077.236, 8, 2155688, 18446744073708349408, 279012.046, 1866.614, 198.576, 0.993, 0.055, 0
59, 281125.043, 0.293, 0.000, 269584.38, 0.1429, 281125.043, 8, 2156675, 18446744073708348856, 279139.283, 1787.184, 198.576, 0.993, 0.146, 0
60, 281213.639, 0.293, 0.000, 239535.44, 0.1270, 281213.639, 9, 2155819, 18446744073708349336, 279029.303, 1985.760, 198.576, 0.992, 0.164, 0
61, 281100.994, 0.293, 0.000, 269521.12, 0.1429, 281100.994, 8, 2156169, 18446744073708349144, 279115.234, 1787.184, 198.576, 0.993, 0.146, 0
62, 281234.505, 0.293, 0.000, 239450.11, 0.3810, 281234.505, 9, 2155051, 18446744073708349768, 278970.739, 2065.190, 198.576, 0.992, 0.063, 0
63, 281177.240, 0.293, 0.000, 239436.33, 0.3810, 281177.240, 9, 2154927, 18446744073708349832, 278913.473, 2065.190, 198.576, 0.992, 0.063, 0
64, 281206.943, 0.293, 0.000, 269663.38, 0.1429, 281206.943, 8, 2157307, 18446744073708348504, 279221.183, 1787.184, 198.576, 0.993, 0.146, 0
65, 281169.276, 0.293, 0.000, 269664.25, 0.0000, 281169.276, 8, 2157314, 18446744073708348504, 279223.231, 1747.469, 198.576, 0.993, 0.848, 0
66, 150433.629, 0.293, 0.000, -nan, -nan, 150433.629, 0, 0, 513081, 150235.053, 0.000, 198.576, 0.999, -nan, 0
