id, E, epsilon, epsilon_C, tau_B, alpha_B, energy_consumed, n_B, tau_P, tau_D, e_P, e_B, e_R, sim_p, eh_p
15, 281234.087, 1.049, 0.000, 83321.71, 0.3266, 281234.087, 7, 583237, 18446744073709234270, 279047.996, 1985.760, 198.576, 0.992, 0.205
16, 281043.918, 1.022, 0.000, 99847.33, 0.1905, 281043.918, 6, 599070, 18446744073709225662, 279056.403, 1787.184, 198.576, 0.993, 0.285
17, 281208.534, 1.029, 0.000, 84989.00, 0.3266, 281208.534, 7, 594909, 18446744073709227806, 278943.013, 2065.190, 198.576, 0.992, 0.202
18, 281150.756, 1.048, 0.000, 83448.71, 0.2903, 281150.756, 7, 584127, 18446744073709233774, 279004.380, 1946.045, 198.576, 0.992, 0.224
19, 281219.775, 1.019, 0.000, 85801.86, 0.3266, 281219.775, 7, 600599, 18446744073709224870, 278954.254, 2065.190, 198.576, 0.992, 0.201
20, 281235.306, 1.007, 0.000, 86903.57, 0.0001, 281235.306, 7, 608311, 18446744073709220334, 279088.930, 1946.045, 198.576, 0.992, 0.834
21, 281094.006, 1.035, 0.000, 98662.17, 0.1905, 281094.006, 6, 591959, 18446744073709229414, 279106.491, 1787.184, 198.576, 0.993, 0.288
22, 281207.009, 1.034, 0.000, 73990.50, 0.0000, 281207.009, 8, 591910, 18446744073709229442, 278860.887, 2144.621, 198.576, 0.992, 0.852
23, 281040.051, 1.022, 0.000, 99776.50, 0.1905, 281040.051, 6, 598641, 18446744073709225942, 279012.821, 1826.899, 198.576, 0.993, 0.285
24, 281230.016, 1.029, 0.000, 99283.33, 0.1905, 281230.016, 6, 595686, 18446744073709227374, 279202.786, 1826.899, 198.576, 0.993, 0.286
25, 281115.332, 1.051, 0.000, 83183.57, 0.0001, 281115.332, 7, 582271, 18446744073709234830, 279008.672, 1906.330, 198.576, 0.993, 0.834
26, 281088.800, 1.020, 0.000, 99995.50, 0.1905, 281088.800, 6, 599959, 18446744073709225198, 279061.570, 1826.899, 198.576, 0.993, 0.285
27, 281070.539, 1.030, 0.000, 99020.50, 0.1905, 281070.539, 6, 594109, 18446744073709228270, 279003.594, 1866.614, 198.576, 0.993, 0.287
28, 281204.180, 1.032, 0.000, 98944.83, 0.1905, 281204.180, 6, 593655, 18446744073709228502, 279256.380, 1747.469, 198.576, 0.993, 0.287
29, 281137.238, 1.053, 0.000, 83005.86, 0.3266, 281137.238, 7, 581027, 18446744073709235470, 278951.147, 1985.760, 198.576, 0.992, 0.206
30, 281169.338, 1.026, 0.000, 99469.83, 0.1905, 281169.338, 6, 596805, 18446744073709226998, 279181.823, 1787.184, 198.576, 0.993, 0.286
31, 281163.684, 1.028, 0.000, 85074.43, 0.3266, 281163.684, 7, 595507, 18446744073709227462, 278937.878, 2025.475, 198.576, 0.992, 0.202
32, 281063.969, 1.018, 0.000, 100298.50, 0.0001, 281063.969, 6, 601777, 18446744073709223974, 279155.885, 1707.754, 198.576, 0.993, 0.809
33, 281062.020, 1.019, 0.000, 100073.50, 0.1905, 281062.020, 6, 600427, 18446744073709224910, 279034.790, 1826.899, 198.576, 0.993, 0.285
34, 281178.309, 1.028, 0.000, 85091.86, 0.3266, 281178.309, 7, 595629, 18446744073709227390, 278992.218, 1985.760, 198.576, 0.992, 0.202
35, 281196.025, 1.038, 0.000, 84230.29, 0.3266, 281196.025, 7, 589598, 18446744073709230766, 279009.934, 1985.760, 198.576, 0.992, 0.204
36, 281141.755, 1.053, 0.000, 96941.33, 0.1905, 281141.755, 6, 581634, 18446744073709235150, 279193.955, 1747.469, 198.576, 0.993, 0.291
37, 281141.676, 1.016, 0.000, 100450.67, 0.1905, 281141.676, 6, 602690, 18446744073709223734, 279114.446, 1826.899, 198.576, 0.993, 0.284
38, 281161.053, 1.033, 0.000, 84674.57, 0.3266, 281161.053, 7, 592708, 18446744073709229030, 278935.247, 2025.475, 198.576, 0.992, 0.203
39, 281203.278, 1.054, 0.000, 96869.83, 0.1905, 281203.278, 6, 581205, 18446744073709235382, 279215.763, 1787.184, 198.576, 0.993, 0.291
40, 281198.813, 1.017, 0.000, 74941.75, 0.2867, 281198.813, 8, 599520, 18446744073709225470, 278138.988, 2859.494, 198.576, 0.989, 0.226
41, 281230.279, 1.035, 0.000, 84482.29, 0.3266, 281230.279, 7, 591362, 18446744073709229798, 279004.473, 2025.475, 198.576, 0.992, 0.203
42, 281182.115, 1.037, 0.000, 84321.71, 0.3266, 281182.115, 7, 590238, 18446744073709230350, 278996.024, 1985.760, 198.576, 0.992, 0.204
43, 281118.779, 1.055, 0.000, 82747.86, 0.0006, 281118.779, 7, 579221, 18446744073709236534, 278535.536, 2382.912, 198.576, 0.991, 0.829
44, 281054.807, 1.023, 0.000, 85241.43, 0.2905, 281054.807, 7, 596676, 18446744073709227007, 278193.265, 2660.918, 198.576, 0.990, 0.220
45, 281092.834, 1.027, 0.000, 84952.00, 0.1635, 281092.834, 7, 594649, 18446744073709227942, 278390.445, 2502.058, 198.576, 0.990, 0.325
46, 281098.206, 1.052, 0.000, 72513.50, 0.2859, 281098.206, 8, 580094, 18446744073709235998, 278157.526, 2740.349, 198.576, 0.990, 0.232
47, 281245.323, 1.023, 0.000, 85290.14, 0.1635, 281245.323, 7, 597017, 18446744073709226910, 278503.219, 2541.773, 198.576, 0.990, 0.324
48, 281218.938, 1.033, 0.000, 65452.56, 0.2544, 281218.938, 9, 589059, 18446744073709230986, 277406.279, 3614.083, 198.576, 0.986, 0.254
49, 281152.569, 1.022, 0.000, 66161.67, 0.2544, 281152.569, 9, 595437, 18446744073709227494, 277377.870, 3574.368, 198.576, 0.987, 0.252
50, 281107.300, 1.031, 0.000, 65564.00, 0.2544, 281107.300, 9, 590062, 18446744073709230406, 277292.885, 3614.083, 198.576, 0.986, 0.253
51, 281114.894, 0.999, 0.000, 60604.20, 0.0015, 281114.894, 10, 606028, 18446744073709221798, 276069.308, 4845.254, 198.576, 0.982, 0.865
52, 281053.578, 1.020, 0.000, 45289.00, 0.0911, 281053.578, 13, 588743, 18446744073709231134, 273704.511, 7148.736, 198.576, 0.974, 0.481
53, 281138.249, 1.046, 0.000, 48017.92, 0.1725, 281138.249, 12, 576201, 18446744073709238127, 274702.339, 6235.286, 198.576, 0.977, 0.342
54, 281123.454, 1.011, 0.000, 34550.94, 0.0735, 281123.454, 17, 587351, 18446744073709232086, 270716.316, 10206.806, 198.576, 0.963, 0.536
55, 281014.483, 1.017, 0.000, 36555.12, 0.0752, 281014.483, 16, 584868, 18446744073709233246, 271083.928, 9730.224, 198.576, 0.965, 0.530
56, 281183.777, 1.019, 0.000, 32388.83, 0.1316, 281183.777, 18, 582985, 18446744073709234350, 270816.355, 10167.091, 198.576, 0.963, 0.407
57, 281111.046, 1.045, 0.000, 44314.08, 0.1791, 281111.046, 13, 576069, 18446744073709238166, 274317.992, 6592.723, 198.576, 0.976, 0.336
58, 281218.031, 1.018, 0.000, 34389.82, 0.1403, 281218.031, 17, 584613, 18446744073709233518, 271327.191, 9690.509, 198.576, 0.965, 0.391
59, 281170.744, 1.018, 0.000, 32405.89, 0.1310, 281170.744, 18, 583292, 18446744073709234270, 270803.322, 10167.091, 198.576, 0.963, 0.408
60, 281179.652, 1.041, 0.000, 48231.67, 0.0990, 281179.652, 12, 578766, 18446744073709236654, 274744.035, 6235.286, 198.576, 0.977, 0.463
61, 281248.094, 1.015, 0.000, 32478.78, 0.1331, 281248.094, 18, 584604, 18446744073709233494, 270443.804, 10603.958, 198.576, 0.962, 0.403
62, 281230.873, 1.031, 0.000, 33979.06, 0.1381, 281230.873, 17, 577630, 18446744073709237422, 271657.755, 9372.787, 198.576, 0.966, 0.397
63, 281249.780, 1.015, 0.000, 42143.00, 0.0856, 281249.780, 14, 589988, 18446744073709230430, 272869.873, 8181.331, 198.576, 0.970, 0.496
64, 281122.426, 1.033, 0.000, 27111.19, 0.0080, 281122.426, 21, 569321, 18446744073709241830, 268173.516, 12748.579, 198.576, 0.954, 0.857
65, 281112.255, 1.015, 0.000, 19545.31, 0.0505, 281112.255, 29, 566800, 18446744073709243230, 262404.641, 18507.283, 198.576, 0.933, 0.627
66, 281068.241, 1.011, 0.000, 26330.45, 0.0603, 281068.241, 22, 579256, 18446744073709236462, 266927.875, 13940.035, 198.576, 0.950, 0.585
67, 281237.993, 0.994, 0.000, 18544.48, 0.0468, 281237.993, 31, 574865, 18446744073709238582, 260226.897, 20810.765, 198.576, 0.925, 0.638
68, 281240.076, 1.012, 0.000, 20381.14, 0.0904, 281240.076, 28, 570658, 18446744073709241031, 263167.612, 17871.840, 198.576, 0.936, 0.499
69, 281197.108, 1.014, 0.000, 22082.00, 0.0973, 281197.108, 26, 574117, 18446744073709239326, 265388.703, 15608.074, 198.576, 0.944, 0.481
70, 281235.462, 0.999, 0.000, 15785.86, 0.0763, 281235.462, 36, 568277, 18446744073709242310, 258596.043, 22439.088, 198.576, 0.920, 0.536
71, 281097.117, 1.029, 0.000, 16359.82, 0.0136, 281097.117, 34, 556220, 18446744073709249006, 260920.040, 19976.746, 198.576, 0.928, 0.820
72, 281050.700, 1.030, 0.000, 22631.52, 0.0943, 281050.700, 25, 565774, 18446744073709243774, 265599.733, 15250.637, 198.576, 0.945, 0.492
73, 281056.451, 0.949, 0.000, 11626.88, 0.0422, 281056.451, 49, 569703, 18446744073709241494, 246383.326, 34472.794, 198.576, 0.877, 0.646
74, 281090.123, 1.025, 0.000, 20212.11, 0.0537, 281090.123, 28, 565925, 18446744073709243622, 264368.269, 16521.523, 198.576, 0.941, 0.616
75, 281149.466, 1.021, 0.000, 21121.26, 0.1281, 281149.466, 27, 570260, 18446744073709241255, 265459.914, 15488.928, 198.576, 0.944, 0.420
76, 281173.121, 0.989, 0.000, 16962.79, 0.0844, 281173.121, 34, 576720, 18446744073709237863, 260201.448, 20771.050, 198.576, 0.925, 0.511
77, 281130.266, 1.011, 0.000, 14321.31, 0.0447, 281130.266, 39, 558516, 18446744073709247638, 257299.391, 23630.544, 198.576, 0.915, 0.650
78, 281025.123, 1.015, 0.000, 17659.16, 0.0548, 281025.123, 32, 565079, 18446744073709244110, 261562.920, 19261.872, 198.576, 0.931, 0.611
79, 281181.218, 1.053, 0.000, 33500.65, 0.1914, 281181.218, 17, 569497, 18446744073709241855, 273394.992, 7585.603, 198.576, 0.972, 0.330
80, 281131.423, 0.981, 0.000, 14801.67, 0.0958, 281131.423, 39, 577250, 18446744073709237462, 258094.852, 22836.240, 198.576, 0.918, 0.480
81, 281063.019, 1.019, 0.000, 17649.47, 0.0904, 281063.019, 32, 564769, 18446744073709244278, 262434.835, 18427.853, 198.576, 0.934, 0.502
82, 281038.223, 1.021, 0.000, 18137.68, 0.0542, 281038.223, 31, 562254, 18446744073709245622, 261615.735, 19222.157, 198.576, 0.931, 0.614
83, 281243.549, 0.991, 0.000, 16972.24, 0.0491, 281243.549, 34, 577042, 18446744073709237646, 260629.605, 20413.613, 198.576, 0.927, 0.628
84, 281138.493, 0.977, 0.000, 10421.34, 0.0630, 281138.493, 53, 552317, 18446744073709250878, 245671.064, 35267.098, 198.576, 0.874, 0.570
85, 281161.621, 1.010, 0.000, 16273.94, 0.0827, 281161.621, 35, 569574, 18446744073709241711, 262255.138, 18705.859, 198.576, 0.933, 0.520
86, 281210.192, 0.997, 0.000, 10706.16, 0.0631, 281210.192, 51, 545999, 18446744073709254454, 248125.676, 32884.186, 198.576, 0.882, 0.574
87, 281212.133, 0.998, 0.000, 13025.60, 0.0441, 281212.133, 43, 560087, 18446744073709246890, 254838.315, 26132.602, 198.576, 0.906, 0.649
88, 281245.637, 1.004, 0.000, 15274.46, 0.0996, 281245.637, 37, 565137, 18446744073709244127, 258566.210, 22478.803, 198.576, 0.919, 0.476
89, 281161.723, 1.023, 0.000, 17073.76, 0.0871, 281161.723, 33, 563419, 18446744073709245015, 262652.392, 18308.707, 198.576, 0.934, 0.511
90, 281047.811, 1.015, 0.000, 15605.72, 0.0465, 281047.811, 36, 561791, 18446744073709245982, 259877.854, 20969.626, 198.576, 0.925, 0.644
91, 281105.983, 0.993, 0.000, 15303.38, 0.0765, 281105.983, 37, 566211, 18446744073709243526, 256441.089, 24464.563, 198.576, 0.912, 0.534
92, 281131.951, 1.003, 0.000, 15726.06, 0.0489, 281131.951, 36, 566124, 18446744073709243566, 258929.399, 22002.221, 198.576, 0.921, 0.632
93, 281191.952, 1.029, 0.000, 17414.44, 0.0837, 281191.952, 32, 557248, 18446744073709248438, 261451.742, 19539.878, 198.576, 0.930, 0.521
94, 281082.455, 1.032, 0.000, 20097.82, 0.0930, 281082.455, 28, 562725, 18446744073709245438, 264638.607, 16243.517, 198.576, 0.941, 0.497
95, 281014.558, 0.950, 0.000, 11614.49, 0.0422, 281014.558, 49, 569096, 18446744073709241822, 246301.718, 34512.509, 198.576, 0.876, 0.646
96, 281161.076, 1.022, 0.000, 15490.08, 0.0780, 281161.076, 36, 557629, 18446744073709248223, 259752.536, 21207.917, 198.576, 0.924, 0.536
97, 281106.635, 1.032, 0.000, 22555.08, 0.0918, 281106.635, 25, 563862, 18446744073709244791, 265337.653, 15568.358, 198.576, 0.944, 0.499
98, 281088.781, 0.986, 0.000, 17055.18, 0.1057, 281088.781, 34, 579861, 18446744073709236063, 260474.545, 20413.613, 198.576, 0.927, 0.458
99, 281048.651, 1.017, 0.000, 18953.20, 0.0539, 281048.651, 30, 568581, 18446744073709242182, 263651.639, 17196.682, 198.576, 0.938, 0.614
100, 281159.083, 1.008, 0.000, 18524.13, 0.0908, 281159.083, 31, 574234, 18446744073709239079, 263801.493, 17156.966, 198.576, 0.938, 0.498
101, 281108.850, 1.014, 0.000, 13882.30, 0.0153, 281108.850, 40, 555277, 18446744073709249446, 256563.102, 24345.418, 198.576, 0.913, 0.806
102, 281203.832, 0.980, 0.000, 16108.17, 0.0806, 281203.832, 36, 579880, 18446744073709236030, 258961.565, 22041.936, 198.576, 0.921, 0.519
103, 281154.857, 1.012, 0.000, 22169.88, 0.0133, 281154.857, 26, 576403, 18446744073709237846, 265783.319, 15171.206, 198.576, 0.945, 0.821
104, 281162.985, 1.023, 0.000, 22829.16, 0.1133, 281162.985, 25, 570715, 18446744073709240982, 266188.600, 14774.054, 198.576, 0.947, 0.448
105, 281192.810, 0.978, 0.000, 20240.62, 0.0953, 281192.810, 29, 586964, 18446744073709232167, 261611.168, 19381.018, 198.576, 0.930, 0.479
106, 281163.833, 1.015, 0.000, 17701.88, 0.0881, 281163.833, 32, 566445, 18446744073709243354, 261978.467, 18944.150, 198.576, 0.932, 0.506
107, 281027.232, 1.008, 0.000, 18414.84, 0.0561, 281027.232, 31, 570842, 18446744073709240934, 262160.757, 18666.144, 198.576, 0.933, 0.604
108, 281163.998, 1.030, 0.000, 19416.07, 0.0937, 281163.998, 29, 563052, 18446744073709245254, 264283.283, 16680.384, 198.576, 0.940, 0.495
109, 281065.555, 0.956, 0.000, 11046.92, 0.0635, 281065.555, 51, 563379, 18446744073709244862, 245439.266, 35425.958, 198.576, 0.873, 0.564
110, 281054.925, 1.005, 0.000, 16184.06, 0.0157, 281054.925, 35, 566428, 18446744073709243406, 259487.816, 21366.778, 198.576, 0.923, 0.804
111, 281136.662, 1.017, 0.000, 19576.03, 0.0563, 281136.662, 29, 567691, 18446744073709242694, 263263.067, 17673.264, 198.576, 0.936, 0.605
112, 281012.551, 0.986, 0.000, 12112.00, 0.0410, 281012.551, 46, 557138, 18446744073709248342, 250310.947, 30501.274, 198.576, 0.891, 0.660
113, 281161.887, 1.012, 0.000, 15130.73, 0.0782, 281161.887, 37, 559823, 18446744073709247118, 258482.753, 22478.803, 198.576, 0.919, 0.533
114, 281063.148, 0.999, 0.000, 14882.92, 0.0502, 281063.148, 38, 565537, 18446744073709243782, 257351.419, 23511.398, 198.576, 0.916, 0.625
115, 281124.871, 1.028, 0.000, 16897.70, 0.0828, 281124.871, 33, 557610, 18446744073709248254, 261344.947, 19579.594, 198.576, 0.930, 0.524
116, 281198.772, 1.015, 0.000, 15260.95, 0.0784, 281198.772, 37, 564641, 18446744073709244327, 261259.694, 19738.454, 198.576, 0.929, 0.533
117, 281110.498, 0.953, 0.000, 12386.59, 0.0413, 281110.498, 46, 569768, 18446744073709241478, 247430.254, 33479.914, 198.576, 0.880, 0.652
118, 281248.434, 1.022, 0.000, 17563.38, 0.0856, 281248.434, 32, 562014, 18446744073709245766, 261825.946, 19222.157, 198.576, 0.931, 0.515
119, 281157.791, 1.023, 0.000, 17586.62, 0.0856, 281157.791, 32, 562758, 18446744073709245391, 262330.738, 18626.429, 198.576, 0.933, 0.515
120, 281068.026, 0.987, 0.000, 12741.55, 0.0892, 281068.026, 44, 560613, 18446744073709246686, 252352.182, 28515.514, 198.576, 0.898, 0.497
121, 281221.069, 1.010, 0.000, 14420.26, 0.0788, 281221.069, 39, 562376, 18446744073709245582, 258978.802, 22041.936, 198.576, 0.921, 0.531
122, 281210.346, 0.975, 0.000, 11899.66, 0.0405, 281210.346, 47, 559270, 18446744073709247022, 248324.405, 32685.610, 198.576, 0.883, 0.660
123, 281247.557, 1.049, 0.000, 23400.67, 0.0104, 281247.557, 24, 561602, 18446744073709246175, 268814.651, 12232.282, 198.576, 0.956, 0.844
124, 281138.217, 0.979, 0.000, 13371.19, 0.0710, 281138.217, 43, 574946, 18446744073709238703, 256512.746, 24424.848, 198.576, 0.912, 0.547
125, 281065.520, 1.006, 0.000, 15749.86, 0.0177, 281065.520, 36, 566980, 18446744073709243026, 259934.108, 20929.910, 198.576, 0.925, 0.791
126, 281059.214, 1.023, 0.000, 21827.19, 0.0604, 281059.214, 26, 567489, 18446744073709242767, 264535.644, 16322.947, 198.576, 0.941, 0.590
127, 281196.651, 0.992, 0.000, 17503.03, 0.0493, 281196.651, 33, 577585, 18446744073709237350, 261138.720, 19857.600, 198.576, 0.929, 0.628
128, 281081.704, 1.017, 0.000, 21880.42, 0.0581, 281081.704, 26, 568877, 18446744073709241999, 263644.683, 17236.397, 198.576, 0.938, 0.597
129, 281172.340, 1.003, 0.000, 20672.43, 0.0558, 281172.340, 28, 578813, 18446744073709236582, 264529.916, 16442.093, 198.576, 0.941, 0.604
130, 281129.612, 1.030, 0.000, 20121.57, 0.0557, 281129.612, 28, 563390, 18446744073709245070, 264526.904, 16402.378, 198.576, 0.941, 0.610
131, 281191.037, 0.995, 0.000, 13424.52, 0.0713, 281191.037, 42, 563816, 18446744073709244854, 255771.554, 25219.152, 198.576, 0.910, 0.550
132, 281045.073, 0.993, 0.000, 17382.64, 0.0493, 281045.073, 33, 573613, 18446744073709239446, 259716.255, 21128.486, 198.576, 0.924, 0.628
133, 281147.551, 1.010, 0.000, 17138.67, 0.0531, 281147.551, 33, 565562, 18446744073709243774, 260374.747, 20572.474, 198.576, 0.926, 0.616
134, 281197.535, 1.007, 0.000, 16198.00, 0.0799, 281197.535, 35, 566916, 18446744073709243134, 260226.155, 20771.050, 198.576, 0.925, 0.527
135, 281079.141, 1.014, 0.000, 16020.14, 0.0801, 281079.141, 35, 560691, 18446744073709246646, 259353.172, 21525.638, 198.576, 0.923, 0.528
136, 281025.905, 0.999, 0.000, 14086.02, 0.0511, 281025.905, 40, 563427, 18446744073709244950, 256400.726, 24424.848, 198.576, 0.912, 0.621
137, 281196.602, 1.008, 0.000, 12868.67, 0.0703, 281196.602, 43, 553339, 18446744073709250462, 254228.226, 26768.045, 198.576, 0.904, 0.556
138, 281123.177, 1.018, 0.000, 16098.46, 0.0818, 281123.177, 35, 563432, 18446744073709245006, 261462.398, 19460.448, 198.576, 0.930, 0.524
139, 281076.283, 0.959, 0.000, 9628.69, 0.0627, 281076.283, 58, 558450, 18446744073709247791, 244139.099, 36736.560, 198.576, 0.869, 0.565
140, 281192.307, 1.022, 0.000, 16981.52, 0.0848, 281192.307, 33, 560375, 18446744073709246670, 261174.092, 19817.885, 198.576, 0.929, 0.517
141, 281246.483, 1.024, 0.000, 18791.07, 0.0891, 281246.483, 30, 563718, 18446744073709244870, 263174.312, 17871.840, 198.576, 0.936, 0.505
142, 281189.377, 0.958, 0.000, 11604.84, 0.0635, 281189.377, 49, 568623, 18446744073709242078, 248224.006, 32765.040, 198.576, 0.883, 0.565
143, 281168.970, 1.010, 0.000, 14821.34, 0.0736, 281168.970, 38, 563197, 18446744073709245126, 259284.140, 21684.499, 198.576, 0.922, 0.546
144, 281082.159, 1.018, 0.000, 19593.03, 0.0562, 281082.159, 29, 568184, 18446744073709242422, 263526.286, 17355.542, 198.576, 0.938, 0.606
145, 281133.807, 1.032, 0.000, 18661.20, 0.0901, 281133.807, 30, 559822, 18446744073709247023, 263379.065, 17554.118, 198.576, 0.937, 0.505
146, 281078.675, 0.981, 0.000, 15615.24, 0.0787, 281078.675, 37, 577749, 18446744073709237190, 258439.256, 22439.088, 198.576, 0.919, 0.525
147, 281195.456, 1.020, 0.000, 18241.39, 0.0809, 281195.456, 31, 565469, 18446744073709243895, 262924.417, 18070.416, 198.576, 0.935, 0.527
148, 281215.544, 1.016, 0.000, 16506.97, 0.0846, 281215.544, 34, 561222, 18446744073709246174, 259767.581, 21247.632, 198.576, 0.924, 0.516
149, 281224.207, 0.988, 0.000, 20119.21, 0.1237, 281224.207, 29, 583443, 18446744073709234166, 262874.030, 18149.846, 198.576, 0.935, 0.421
150, 281151.194, 0.967, 0.000, 11694.58, 0.0165, 281151.194, 48, 561326, 18446744073709245850, 247032.913, 33916.781, 198.576, 0.879, 0.788
151, 281169.716, 1.001, 0.000, 14496.10, 0.0834, 281169.716, 39, 565330, 18446744073709243946, 257893.684, 23034.816, 198.576, 0.917, 0.516
152, 281087.374, 0.996, 0.000, 10931.44, 0.0415, 281087.374, 50, 546554, 18446744073709254158, 248201.433, 32685.610, 198.576, 0.883, 0.658
153, 281213.010, 0.996, 0.000, 12730.45, 0.0429, 281213.010, 44, 560126, 18446744073709246854, 254443.210, 26569.469, 198.576, 0.905, 0.654
154, 281085.541, 1.006, 0.000, 16613.06, 0.0486, 281085.541, 34, 564830, 18446744073709244294, 259081.565, 21803.645, 198.576, 0.922, 0.633
155, 281239.202, 1.023, 0.000, 18231.81, 0.0896, 281239.202, 31, 565172, 18446744073709244070, 263445.037, 17593.834, 198.576, 0.937, 0.504
156, 281152.074, 0.970, 0.000, 10736.25, 0.0794, 281152.074, 52, 558271, 18446744073709247686, 246598.095, 34353.648, 198.576, 0.877, 0.518
157, 281101.396, 0.998, 0.000, 17916.38, 0.0136, 281101.396, 32, 573310, 18446744073709239670, 260964.034, 19937.030, 198.576, 0.928, 0.819
158, 281187.983, 1.001, 0.000, 14448.72, 0.0768, 281187.983, 39, 563486, 18446744073709244902, 256959.956, 24027.696, 198.576, 0.914, 0.535
159, 281162.982, 1.017, 0.000, 25050.30, 0.0622, 281162.982, 23, 576143, 18446744073709237998, 266863.755, 14098.896, 198.576, 0.949, 0.581
160, 281201.660, 1.016, 0.000, 19043.07, 0.0892, 281201.660, 30, 571278, 18446744073709240687, 264439.798, 16561.238, 198.576, 0.940, 0.503
161, 281222.394, 0.990, 0.000, 16350.94, 0.0811, 281222.394, 35, 572268, 18446744073709240311, 258304.676, 22717.094, 198.576, 0.919, 0.520
162, 281194.113, 1.021, 0.000, 30648.21, 0.1321, 281194.113, 19, 582301, 18446744073709234662, 271025.267, 9968.515, 198.576, 0.964, 0.408
163, 281197.154, 0.983, 0.000, 11562.04, 0.0407, 281197.154, 48, 554964, 18446744073709249382, 248311.213, 32685.610, 198.576, 0.883, 0.659
164, 281100.946, 0.990, 0.000, 13466.67, 0.0442, 281100.946, 42, 565586, 18446744073709243998, 255482.887, 25417.728, 198.576, 0.909, 0.648
165, 281195.462, 1.005, 0.000, 13272.43, 0.0499, 281195.462, 42, 557428, 18446744073709248270, 255458.257, 25536.874, 198.576, 0.908, 0.627
166, 281220.056, 1.021, 0.000, 21104.78, 0.0967, 281220.056, 27, 569815, 18446744073709241534, 265133.645, 15886.080, 198.576, 0.943, 0.485
167, 281136.147, 1.029, 0.000, 18060.29, 0.1164, 281136.147, 31, 559855, 18446744073709246998, 262746.255, 18189.562, 198.576, 0.935, 0.445
168, 281043.185, 0.982, 0.000, 16525.74, 0.0481, 281043.185, 35, 578387, 18446744073709236838, 258959.778, 21883.075, 198.576, 0.921, 0.631
169, 281141.843, 0.981, 0.000, 9604.09, 0.0599, 281141.843, 57, 547419, 18446744073709253615, 244760.673, 36180.547, 198.576, 0.871, 0.580
170, 281070.853, 1.021, 0.000, 17559.91, 0.0883, 281070.853, 32, 561902, 18446744073709245814, 261410.074, 19460.448, 198.576, 0.930, 0.507
171, 281171.723, 0.991, 0.000, 16973.91, 0.0818, 281171.723, 34, 577099, 18446744073709237615, 260835.494, 20135.606, 198.576, 0.928, 0.518
172, 281143.747, 1.011, 0.000, 17755.81, 0.0160, 281143.747, 32, 568171, 18446744073709242374, 261721.259, 19222.157, 198.576, 0.931, 0.804
173, 281194.740, 1.004, 0.000, 16216.23, 0.0832, 281194.740, 35, 567554, 18446744073709242758, 259667.347, 21327.062, 198.576, 0.923, 0.517
174, 281103.071, 0.992, 0.000, 10738.29, 0.0626, 281103.071, 51, 547639, 18446744073709253534, 247462.541, 33440.198, 198.576, 0.880, 0.575
